mukey,pm_dom,comppct_dom,n_pm
74740,volcanic ash and colluvium from glacial drift and mixed bedrock,100,1
74746,volcanic ash over glaciolacustrine deposits,100,1
74817,"volcanic ash, loess, and colluvium from mixed bedrock over glacial drift",100,1
74824,volcanic ash and colluvium from phyllite and glacial drift,60,1
74855,loess and glaciolucustrine deposits,100,1
74909,volcanic ash and glacial till and residuum from andesite,50,2
75000,volcanic ash and glacial till,85,1
75027,"volcanic ash, loess, and colluvium from bedrock of mixed lithology over glacial drift",80,1
75065,volcanic ash and loess over glaciomarine deposits,85,1
75091,"loess, volcanic ash, and colluvium derived from, glacial drift, and bedrock of mixed lithology",85,1
75092,volcanic ash and loess over glacial outwash,85,1
75336,volcanic ash over colluvium from basalt or andesite,50,2
75340,volcanic ash mixed with andesite or pyroclastic rocks,85,1
75341,volcanic ash mixed with andesite or pyroclastic rocks,85,1
75342,volcanic ash mixed with andesite or pyroclastic rocks,75,1
75343,volcanic ash mixed with andesite or pyroclastic rocks,65,2
75344,colluvium from basalt and bentonite with a mantle of volcanic ash,50,2
75352,volcanic ash mixed with andesite or pyroclastic rocks,30,1
75359,volcanic ash over andesite and pyroclastic colluvium,75,1
75361,volcanic ash over andesite and pyroclastic colluvium,50,1
75388,colluvium and residuum from basalt mixed with volcanic ash,45,2
75403,colluvium mixed with loess and volcanic ash,45,2
75408,volcanic ash over colluvium from basalt or andesite,85,1
75431,colluvium from basalt and bentonite with minor amounts of volcanic ash,35,3
75440,volcanic ash and colluvium from rhyolite or pyroclastic material,85,1
75462,colluvium from basalt and andesite mixed with volcanic ash,85,1
75479,volcanic ash over colluvium from andesite or rhyolite,85,1
75514,volcanic ash over colluvium from andesite or rhyolite,85,1
75524,volcanic ash over weathered tuffs,90,1
75525,volcanic ash over weathered tuffs,50,2
75531,colluvium and residuum from basalt or andesite with a mantle of volcanic ash,50,2
75564,colluvium from basalt or andesite with a mantle of volcanic ash,35,3
75575,colluvium from basalt or andesite with a mantle of volcanic ash,45,2
75581,colluvium from basalt or andesite with a mantle of volcanic ash,50,1
75586,colluvium from basalt or andesite with a mantle of volcanic ash,45,1
75624,colluvium and residuum from basalt or andesite mixed with volcanic ash,85,1
75670,volcanic ash mixed with colluvium from andesite or basalt,85,1
75732,volcanic ash 14 to 30 inches thick over glacial till,50,2
75744,volcanic ash 14 to 25 inches thick over glacial till,80,4
75757,volcanic ash 7 to 14 inches thick over glacial till,60,2
75766,volcanic ash 14 to 28 inches thick over glacial till,50,2
75767,volcanic ash 14 to 28 inches thick over glacial till,50,2
75770,volcanic ash 14 to 28 inches thick over glacial till,50,2
75772,volcanic ash 7 to 14 inches thick over glacial till,55,1
75781,mixed volcanic ash 7 to 14 inches thick over glacial till and colluvium from volcanic rock,40,3
75785,colluvium and residuum weathered from volcanic rock,40,5
75794,mixed volcanic ash 10 to 30 inches thick over glacial till from granite,60,2
75811,volcanic ash 14 to 25 inches thick over glacial till,60,5
75812,volcanic ash 14 to 28 inches thick over glacial till,60,2
75813,volcanic ash 14 to 28 inches thick over glacial till,50,2
75814,volcanic ash 14 to 25 inches thick over glacial till,60,2
75824,volcanic ash 10 to 14 inches thick over glacial outwash and glacial till,45,2
75831,volcanic ash 10 to 14 inches thick over glacial outwash and glacial till,85,1
75835,mixed volcanic ash 7 to 14 inches thick over glacial till from metasedimentary rock,85,1
75836,mixed volcanic ash 10 to 14 inches thick over colluvium and residuum from granitic rocks,55,2
75838,mixed volcanic ash 10 to 14 inches thick over colluvium and residuum from granitic rocks,45,2
75848,mixed volcanic ash 10 to 14 inches thick over glacial till,45,2
75849,mixed volcanic ash 10 to 14 inches thick over glacial till,50,2
75856,volcanic ash 7 to 14 inches thick over colluvium and residuum from metamorphic rock,50,2
75858,volcanic ash 7 to 14 inches thick over glacial till,55,2
75868,volcanic ash 7 to 14 inches thick over colluvium over glacial till from granite,55,2
75869,volcanic ash 7 to 14 inches thick over colluvium over glacial till from granite,70,1
75871,mixed volcanic ash 7 to 14 inches thick over glacial outwash,60,2
75872,mixed volcanic ash 7 to 14 inches thick over glacial outwash,60,2
75874,volcanic ash 7 to 14 inches thick over glacial till,40,2
75880,mixed volcanic ash 7 to 14 inches thick over glacial outwash,85,1
75882,mixed volcanic ash 7 to 14 inches thick over glacial outwash,70,1
75883,colluvium derived from granite,30,1
75893,volcanic ash 7 to 14 inches thick over colluvium from granite,70,1
75898,volcanic ash 7 to 14 inches thick over alluvium,85,1
75902,"volcanic ash 7 to 14 inches thick over glacial till, colluvium and residuum",55,2
75910,mixed volcanic ash 12 to 18 inches thick over glacial till,95,1
75928,mixed volcanic ash 10 to 17 inches thick over glacial till,80,1
75929,volcanic ash 7 to 14 inches thick over glacial till from volcanic and sedimentary rock,80,1
75932,mixed volcanic ash 7 to 15 inches thick over colluvium and residuum from volcanic rock and sedimentary rock,45,2
75942,volcanic ash 7 to 14 inches thick over colluvium and residuum from sedimentary rock,55,2
75943,volcanic ash 16 to 30 inches thick over colluvium and glacial till from volcanic and sedimentary rock,85,1
75945,volcanic ash 7 to 14 inches thick over glacial till,75,1
75962,"volcanic ash 7 to 14 inches thick over glacial till, colluvium, and residuum",50,5
75963,"volcanic ash 14 to 50 inches thick over colluvium, residuum and glacial till",50,3
75965,"volcanic ash 7 to 14 inches thick over glacial till, colluvium and residuum",45,2
75975,"volcanic ash 7 to 14 inches thick over glacial till, colluvium, and residuum",65,2
75976,"volcanic ash 14 to 50 inches thick over colluvium, residuum and glacial till",85,3
75984,"volcanic ash 7 to 14 inches thick over glacial till, colluvium, and residuum",65,3
75990,"volcanic ash, 8 to 20 inches, over colluvium and residuum",40,1
75994,"volcanic ash 7 to 14 inches thick over glacial till, colluvium and residuum",55,2
76028,volcanic ash 10 to 24 inches thick over glacial till from granite,80,1
76030,volcanic ash 10 to 24 inches thick over glacial till from granite,80,1
76044,mixed volcanic ash 10 to 15 inches thick over glacial till,65,2
76047,colluvium and residuum from metamorphic and metavolcanics rock,55,2
76058,volcanic ash 8 to 20 inches over bedrock,25,2
76059,"volcanic ash 14 to 50 inches thick over colluvium, residuum, and glacial till from granite and sedimentary rock",50,2
76065,mixed volcanic ash 7 to 24 inches thick over colluvium and residuum from volcanic and sedimentary rock,60,2
76066,mixed volcanic ash 7 to 20 inches thick over colluvium and residuum from volcanic and sedimentary rock,55,2
76151,colluvium and residuum derived from basalt mixed with loess,95,1
76173,"residuum and colluvium derived from basalt mixed with minor amounts of loess and, in places, old alluvium",85,1
76178,colluvium derived from basalt mixed with loess and minor amounts of volcanic ash,85,1
76186,colluvium derived from basalt mixed with loess,85,1
76223,colluvium and residuum derived from basalt mixed with loess,95,1
76225,colluvium and residuum derived from basalt mixed with loess,90,1
76226,colluvium and residuum derived from basalt mixed with loess,90,1
76272,alluvium derived from basalt mixed with loess,55,2
76432,colluvium and residuum derived from basalt mixed with loess and volcanic ash in the surface,90,1
76457,floodwater alluvium mixed with loess,95,1
76469,colluvium and residuum derived from basalt mixed with loess,90,1
76526,Colluvium and residuum derived from basalt mixed with loess and minor amounts of volcanic ash,70,2
76607,colluvium and residuum derived from basalt mixed with volcanic ash,90,1
76621,loess over glacial till or outwash with an influence of volcanic ash in the surface,80,1
76632,residuum and colluvium from granitic and gneiss rock with a mantle of volcanic ash,85,1
76635,"colluvium from rhyolite, tuft, and volcanic ash",85,1
76636,residuum and colluvium from basalt with loess and a minor amount of volcanic ash in the surface,80,1
76637,residuum and colluvium from basalt with minor amounts of loess,50,1
76658,"residuum and colluvium from basalt, with loess and minor amounts of volcanic ash",85,1
76669,residuum and colluvium from sandstone and old alluvium with an influence of volcanic ash in the upper part,80,1
76684,residumm and colluvium from sandstone with minor amounts of volcanic ash in the upper part,85,1
76699,"colluvium and residuum from basalt, breccias, and pyroclastic rock with minor amounts of volcancic ash inthe upper part",75,1
76703,residuum and colluvium from igneous rock with a mantle of volcanic ash and pumice,85,1
76713,colluvium from basalt mixed with loess and volcanic ash in the upper part,85,1
76720,glacial drift with a mantle of loess and volcanic ash,85,1
76748,colluvium from basalt and glacial till with a mantle of volcanic ash,35,1
76749,dense glacial till with an admixture of volcanic ash,85,1
76750,glacial till and colluvium from andesite and basalt mixed with volcanic ash,80,1
76763,colluvium and residuum from phyllite and schist with a mixture of volcanic ash in the upper part,85,1
76766,glacial till with a mantle of volcanic ash,80,1
76778,residuum and colluvium from basalt with minor amounts of loess and volcanic ash in the surface,85,1
76781,colluvium and residuum from basalt with a mantle of volcanic ash,50,1
76788,colluvium and residuum from basalt mixed with volcanic ash,80,1
76789,colluvium and residuum from basalt and andesite with loess and volcanaic ash in the upper part,85,1
76791,dense glacial till with an admixture of volcanic ash,75,2
76796,dense glacial till with an admixture of volcanic ash,75,2
76801,dense glacial till with an admixture of volcanic ash,75,2
76809,dense glacial till with an admixture of volcanic ash,55,2
76823,volcanic ash mixed with colluvium from andesite,85,1
76833,colluvium with an admixture of volcanic ash,85,1
76834,residuum and colluvium from basalt with loess and a minor amount of volcanic ash in the surface,45,2
76837,colluvium and residuum from basalt mixed with volcanic ash,85,1
76844,colluvium from sandstone with a mantle of volcanic ash,85,1
76923,"residuum and colluvium from basalt, with loess and minor amounts of volcanic ash",80,1
77024,residuum and colluvium from basalt with an influence of loess and volcanic ash in the upper part,85,1
77089,"residuum and colluvium from basalt, with loess and minor amounts of volcanic ash",85,1
77144,"residuum and colluvium from basalt, andesite and pyroclastic rock with a mantle of volcanic ash",85,1
77170,residuum and colluvium from basalt and andesite with a mantle of volcanic ash,60,2
77204,"colluvium and residuum from andesite, basalt and pyroclastics mixed with volcanic ash",85,1
78040,till,85,1
78042,till,100,1
78184,marine deposits derived from basalt,45,2
